e2e_latency,jitter,bit_rate,packet_loss_rate,peak_data_rate_dl,peak_data_rate_ul,mobility,service_reliability,availability,survival_time,experience_data_rate_dl,experience_data_rate_ul,interruption_time,class,cpu_usage,bandwidth,cpu_category,bandwidth_category
12.0,0.5,150.0,0.3,0.4,0.6,20.0,99.8,99.5,800.0,120.0,40.0,5.0,e-Health,25.0,120.0,low_cpu,low_bandwidth
17.0,1.5,100.0,0.3,1.2,0.5,25.0,99.5,98.0,800.0,90.0,18.0,15.0,Smart Grid,35.0,80.0,medium_cpu,low_bandwidth
20.0,3.0,1000.0,0.1,0.8,0.7,100.0,99.5,99.3,250.0,500.0,120.0,10.0,Video Surveillance,15.0,1000.0,low_cpu,high_bandwidth
12.0,5.0,400.0,0.3,2.2,0.8,100.0,99.6,99.8,4000.0,120.0,20.0,150.0,ITS (Intelligent Transportation Systems),70.0,75.0,high_cpu,low_bandwidth
15.0,1.2,300.0,0.1,1.2,2.0,110.0,100.0,100.0,600.0,80.0,80.0,5.0,Immersive Experience,40.0,20.0,medium_cpu,low_bandwidth
14.0,2.0,70.0,0.5,1.5,0.9,70.0,97.0,97.0,200.0,60.0,4.0,5.0,Smart Grid,20.0,20.0,low_cpu,low_bandwidth
10.0,6.0,80.0,0.1,1.8,1.8,80.0,99.4,99.4,120.0,80.0,40.0,12.0,UHD Video Streaming,35.0,70.0,medium_cpu,low_bandwidth
10.0,3.5,100.0,0.2,1.5,1.5,20.0,99.6,99.9,550.0,100.0,80.0,20.0,Immersive Experience,40.0,200.0,medium_cpu,medium_bandwidth
12.0,8.0,40.0,0.1,2.5,0.3,80.0,99.5,99.9,5000.0,1000.0,1000.0,10.0,Connected Vehicles,30.0,500.0,medium_cpu,high_bandwidth
12.0,2.0,100.0,3.5,1.2,1.5,80.0,100.0,100.0,1000.0,120.0,50.0,25.0,Smart Grid,50.0,150.0,medium_cpu,medium_bandwidth
15.0,2.0,80.0,0.1,2.0,1.0,50.0,96.0,98.3,700.0,90.0,5.0,15.0,Video Surveillance,35.0,200.0,medium_cpu,medium_bandwidth
12.0,2.0,150.0,0.0,2.0,1.0,25.0,99.7,97.0,450.0,150.0,20.0,5.0,Video Surveillance,35.0,300.0,medium_cpu,medium_bandwidth
10.0,1.0,200.0,0.1,7.0,2.0,50.0,99.5,98.5,800.0,130.0,180.0,15.0,e-Health,50.0,900.0,medium_cpu,high_bandwidth
20.0,3.5,90.0,0.2,4.5,1.2,40.0,99.0,99.0,250.0,90.0,110.0,12.0,Immersive Experience,65.0,170.0,medium_cpu,medium_bandwidth
65.0,2.0,160.0,0.1,1.0,3.0,80.0,99.9,99.9,420.0,80.0,60.0,8.0,ITS (Intelligent Transportation Systems),42.0,150.0,medium_cpu,medium_bandwidth
20.0,6.0,100.0,0.0,2.5,1.5,70.0,99.5,99.7,8.0,50.0,40.0,15.0,Immersive Experience,30.0,20.0,medium_cpu,low_bandwidth
20.0,3.0,350.0,0.2,1.0,2.0,80.0,99.0,98.3,120.0,850.0,700.0,25.0,e-Health,65.0,900.0,medium_cpu,high_bandwidth
15.0,1.2,100.0,0.2,2.5,1.5,100.0,98.0,98.5,900.0,75.0,50.0,20.0,ITS (Intelligent Transportation Systems),30.0,100.0,medium_cpu,low_bandwidth
25.0,2.0,50.0,0.4,1.4,0.6,80.0,99.7,100.0,1100.0,40.0,20.0,16.0,Connected Vehicles,70.0,400.0,high_cpu,high_bandwidth
20.0,2.5,500.0,0.4,8.0,5.0,120.0,99.1,99.1,2000.0,40.0,500.0,60.0,ITS (Intelligent Transportation Systems),30.0,800.0,medium_cpu,high_bandwidth
10.0,1.0,20.0,0.3,2.5,0.3,30.0,99.1,99.4,3000.0,25.0,40.0,10.0,UHD Video Streaming,30.0,3000.0,medium_cpu,ultra_high_bandwidth
10.0,1.0,80.0,0.2,1.0,1.0,80.0,99.0,99.0,500.0,30.0,20.0,7.0,e-Health,65.0,20.0,medium_cpu,low_bandwidth
15.0,2.0,50.0,0.2,1.0,0.3,80.0,99.6,99.9,200.0,50.0,20.0,12.0,ITS (Intelligent Transportation Systems),70.0,200.0,high_cpu,medium_bandwidth
9.0,7.0,60.0,0.1,5.0,3.0,85.0,99.5,99.5,80.0,55.0,42.0,25.0,Industry Automation,100.0,55.0,high_cpu,low_bandwidth
25.0,6.0,800.0,0.4,1.2,1.2,100.0,99.5,99.7,800.0,500.0,90.0,20.0,UHD Video Streaming,50.0,600.0,medium_cpu,high_bandwidth
12.0,1.0,400.0,0.1,2.0,1.0,90.0,99.8,99.8,750.0,200.0,8.0,5.0,Video Surveillance,70.0,200.0,high_cpu,medium_bandwidth
19.0,2.0,100.0,0.8,0.1,1.0,100.0,99.7,99.8,700.0,60.0,10.0,5.0,ITS (Intelligent Transportation Systems),40.0,60.0,medium_cpu,low_bandwidth
14.0,4.0,55.0,0.4,0.9,0.8,50.0,99.5,99.8,8000.0,35.0,30.0,100.0,e-Health,70.0,55.0,high_cpu,low_bandwidth
15.0,3.0,150.0,0.9,5.0,0.8,80.0,99.6,99.6,500.0,80.0,9.0,4.0,Vo5G (Voice over 5G),60.0,900.0,medium_cpu,high_bandwidth
12.0,4.0,80.0,0.2,4.0,0.8,60.0,99.8,99.5,700.0,80.0,1.2,160.0,UHD Video Streaming,35.0,4500.0,medium_cpu,ultra_high_bandwidth
10.0,2.0,70.0,0.1,0.4,0.7,70.0,99.5,99.7,500.0,80.0,70.0,7.0,Immersive Experience,35.0,300.0,medium_cpu,medium_bandwidth
5.0,4.5,80.0,0.2,7.0,1.8,30.0,99.7,99.7,700.0,70.0,60.0,8.0,UHD Video Streaming,38.0,120.0,medium_cpu,low_bandwidth
20.0,3.0,200.0,0.2,3.0,2.0,50.0,98.0,98.0,5000.0,70.0,130.0,10.0,Vo5G (Voice over 5G),35.0,900.0,medium_cpu,high_bandwidth
16.0,6.0,65.0,0.1,3.5,1.5,50.0,99.5,99.9,3000.0,70.0,45.0,5.0,Smart Grid,35.0,2500.0,medium_cpu,ultra_high_bandwidth
20.0,3.0,400.0,0.2,2.0,1.2,50.0,99.5,99.3,150.0,400.0,40.0,30.0,Industry Automation,40.0,350.0,medium_cpu,high_bandwidth
11.0,2.0,50.0,0.2,2.0,0.3,80.0,99.8,99.7,1100.0,60.0,100.0,17.0,UHD Video Streaming,30.0,350.0,medium_cpu,high_bandwidth
10.0,2.0,50.0,0.3,1.0,0.5,50.0,99.0,99.5,1000.0,80.0,70.0,15.0,Connected Vehicles,40.0,100.0,medium_cpu,low_bandwidth
20.0,1.0,400.0,0.1,2.0,3.0,80.0,99.5,99.5,7000.0,480.0,180.0,25.0,Industry Automation,45.0,170.0,medium_cpu,medium_bandwidth
10.0,5.0,100.0,0.3,1.0,2.3,100.0,99.7,99.7,500.0,80.0,20.0,35.0,Industry Automation,50.0,500.0,medium_cpu,high_bandwidth
15.0,1.8,180.0,0.1,2.5,1.5,120.0,99.9,100.0,500.0,30.0,18.0,15.0,Immersive Experience,30.0,35.0,medium_cpu,low_bandwidth
40.0,2.0,400.0,0.1,6.0,2.0,50.0,99.7,100.0,800.0,120.0,450.0,20.0,Smart Grid,80.0,80.0,high_cpu,low_bandwidth
10.0,1.0,50.0,0.5,1.0,0.3,20.0,99.6,99.8,500.0,70.0,0.5,6.0,Connected Vehicles,80.0,80.0,high_cpu,low_bandwidth
25.0,1.3,70.0,0.0,0.3,0.3,55.0,99.0,99.7,500.0,55.0,90.0,70.0,Immersive Experience,35.0,120.0,medium_cpu,low_bandwidth
25.0,3.0,400.0,0.8,1.0,2.0,80.0,99.0,99.8,300.0,100.0,40.0,100.0,UHD Video Streaming,25.0,250.0,low_cpu,medium_bandwidth
10.0,2.0,100.0,0.2,0.8,0.5,30.0,99.9,100.0,120.0,50.0,20.0,7.0,Connected Vehicles,70.0,70.0,high_cpu,low_bandwidth
10.0,1.0,400.0,0.2,5.0,3.0,60.0,100.0,99.8,400.0,100.0,60.0,20.0,Vo5G (Voice over 5G),30.0,400.0,medium_cpu,high_bandwidth
20.0,1.0,100.0,0.4,3.0,0.5,80.0,99.8,99.7,800.0,150.0,20.0,20.0,Immersive Experience,60.0,120.0,medium_cpu,low_bandwidth
30.0,2.0,300.0,0.0,5.0,2.0,50.0,99.0,100.0,1200.0,110.0,30.0,50.0,UHD Video Streaming,30.0,1200.0,medium_cpu,ultra_high_bandwidth
10.0,5.0,180.0,0.9,2.2,0.8,90.0,99.6,99.6,300.0,180.0,15.0,20.0,e-Health,50.0,400.0,medium_cpu,high_bandwidth
25.0,2.2,80.0,0.1,0.8,0.3,150.0,99.2,99.4,750.0,60.0,2.8,50.0,UHD Video Streaming,30.0,150.0,medium_cpu,medium_bandwidth
8.0,1.0,200.0,0.1,5.0,10.0,120.0,98.5,100.0,220.0,200.0,200.0,12.0,Vo5G (Voice over 5G),45.0,250.0,medium_cpu,medium_bandwidth
15.0,3.0,600.0,0.1,1.0,1.5,100.0,99.8,99.0,800.0,500.0,5.0,6.0,e-Health,55.0,400.0,medium_cpu,high_bandwidth
12.0,2.5,40.0,0.0,3.5,2.5,60.0,96.0,96.5,1200.0,50.0,5.0,25.0,Smart Grid,30.0,500.0,medium_cpu,high_bandwidth
12.0,1.5,40.0,0.4,5.0,2.0,80.0,99.2,99.6,2500.0,35.0,2.0,2.0,Industry Automation,35.0,400.0,medium_cpu,high_bandwidth
16.0,4.0,100.0,0.2,2.5,1.4,80.0,99.5,99.9,400.0,80.0,60.0,7.0,Connected Vehicles,45.0,350.0,medium_cpu,high_bandwidth
25.0,3.5,80.0,0.1,1.0,0.8,80.0,99.6,99.5,8000.0,100.0,35.0,5.0,Connected Vehicles,40.0,250.0,medium_cpu,medium_bandwidth
10.0,3.0,100.0,0.2,1.5,0.5,50.0,99.3,99.7,180.0,40.0,25.0,12.0,ITS (Intelligent Transportation Systems),45.0,250.0,medium_cpu,medium_bandwidth
25.0,2.3,350.0,0.1,2.8,2.5,80.0,99.8,100.0,950.0,40.0,35.0,2.0,Industry Automation,70.0,70.0,high_cpu,low_bandwidth
10.0,1.0,200.0,0.1,3.0,2.0,100.0,98.5,99.0,800.0,80.0,80.0,5.0,e-Health,40.0,180.0,medium_cpu,medium_bandwidth
38.0,1.0,150.0,0.2,7.0,0.3,110.0,98.0,99.7,4000.0,120.0,150.0,10.0,Vo5G (Voice over 5G),35.0,80.0,medium_cpu,low_bandwidth
30.0,2.8,100.0,0.3,0.8,0.8,100.0,99.9,99.8,4000.0,180.0,20.0,5.0,Industry Automation,35.0,160.0,medium_cpu,medium_bandwidth
20.0,3.5,150.0,0.1,1.7,0.8,60.0,97.5,95.0,1000.0,50.0,18.0,14.0,ITS (Intelligent Transportation Systems),40.0,110.0,medium_cpu,low_bandwidth
12.0,1.5,120.0,0.1,2.5,1.5,60.0,99.1,99.7,420.0,120.0,140.0,20.0,ITS (Intelligent Transportation Systems),25.0,400.0,low_cpu,high_bandwidth
15.0,2.0,800.0,0.1,1.5,0.5,70.0,99.0,99.0,100.0,700.0,150.0,10.0,Vo5G (Voice over 5G),30.0,900.0,medium_cpu,high_bandwidth
20.0,1.0,150.0,0.1,2.5,1.0,50.0,99.0,99.5,100.0,100.0,20.0,10.0,Connected Vehicles,65.0,150.0,medium_cpu,medium_bandwidth
15.0,1.5,100.0,0.2,0.3,0.4,120.0,99.5,99.5,1000.0,100.0,8.0,20.0,Smart Grid,50.0,150.0,medium_cpu,medium_bandwidth
18.0,1.8,120.0,0.1,1.8,1.5,120.0,99.6,99.9,1050.0,80.0,30.0,7.0,Connected Vehicles,80.0,80.0,high_cpu,low_bandwidth
40.0,2.2,150.0,0.3,1.2,2.5,50.0,99.7,99.7,700.0,80.0,40.0,20.0,Smart Grid,50.0,350.0,medium_cpu,high_bandwidth
10.0,2.0,50.0,0.1,2.0,2.0,90.0,99.0,99.0,100.0,50.0,70.0,20.0,Immersive Experience,25.0,100.0,low_cpu,low_bandwidth
18.0,2.0,180.0,0.3,8.0,1.0,225.0,99.5,99.9,6000.0,180.0,17.0,12.0,Smart Grid,70.0,80.0,high_cpu,low_bandwidth
14.0,2.5,140.0,0.2,2.0,0.3,60.0,99.0,98.0,120.0,55.0,1.5,8.0,ITS (Intelligent Transportation Systems),30.0,55.0,medium_cpu,low_bandwidth
22.0,3.0,120.0,0.1,2.5,1.2,100.0,99.9,99.9,950.0,60.0,30.0,10.0,Video Surveillance,30.0,75.0,medium_cpu,low_bandwidth
11.0,2.0,30.0,0.1,1.5,1.5,75.0,99.5,99.1,250.0,130.0,15.0,130.0,ITS (Intelligent Transportation Systems),25.0,250.0,low_cpu,medium_bandwidth
15.0,0.5,100.0,0.4,1.2,1.8,80.0,99.3,99.3,4000.0,60.0,25.0,50.0,UHD Video Streaming,65.0,1000.0,medium_cpu,high_bandwidth
30.0,1.5,400.0,0.1,4.0,5.0,120.0,99.5,96.5,750.0,300.0,16.0,40.0,UHD Video Streaming,20.0,600.0,low_cpu,high_bandwidth
10.0,2.5,200.0,0.2,8.0,1.5,70.0,99.0,97.5,800.0,170.0,20.0,100.0,UHD Video Streaming,35.0,180.0,medium_cpu,medium_bandwidth
20.0,2.0,100.0,0.6,0.9,0.9,80.0,99.6,99.8,800.0,100.0,15.0,20.0,Vo5G (Voice over 5G),40.0,300.0,medium_cpu,medium_bandwidth
8.0,1.0,100.0,0.2,2.0,0.5,100.0,99.3,99.6,800.0,100.0,100.0,14.0,Immersive Experience,30.0,400.0,medium_cpu,high_bandwidth
14.0,1.5,50.0,0.3,2.0,2.0,60.0,99.9,99.8,140.0,55.0,22.0,110.0,Video Surveillance,35.0,180.0,medium_cpu,medium_bandwidth
60.0,1.0,200.0,0.6,10.0,0.8,140.0,99.9,99.6,900.0,250.0,15.0,70.0,Video Surveillance,40.0,130.0,medium_cpu,low_bandwidth
15.0,1.2,200.0,0.3,3.0,0.9,40.0,99.6,99.9,500.0,50.0,40.0,12.0,Smart Grid,35.0,500.0,medium_cpu,high_bandwidth
120.0,3.0,300.0,0.9,0.7,0.4,30.0,100.0,100.0,800.0,200.0,50.0,10.0,Industry Automation,35.0,500.0,medium_cpu,high_bandwidth
20.0,2.0,120.0,0.2,2.0,1.0,40.0,99.0,99.4,500.0,120.0,25.0,22.0,Connected Vehicles,80.0,120.0,high_cpu,low_bandwidth
9.0,3.0,200.0,0.2,4.0,0.6,90.0,99.5,99.5,700.0,30.0,30.0,20.0,Vo5G (Voice over 5G),50.0,100.0,medium_cpu,low_bandwidth
10.0,2.0,50.0,0.2,1.5,0.5,70.0,99.9,99.6,700.0,90.0,25.0,15.0,Industry Automation,30.0,140.0,medium_cpu,low_bandwidth
12.0,1.5,600.0,0.0,3.2,0.2,60.0,98.5,99.3,100.0,450.0,800.0,5.0,Industry Automation,70.0,1200.0,high_cpu,ultra_high_bandwidth
20.0,3.0,300.0,0.4,6.0,1.0,30.0,99.8,99.3,5000.0,50.0,60.0,5.0,Smart Grid,70.0,3000.0,high_cpu,ultra_high_bandwidth
10.0,2.0,80.0,0.2,1.0,0.6,80.0,99.0,99.6,3000.0,70.0,10.0,40.0,e-Health,45.0,400.0,medium_cpu,high_bandwidth
13.0,3.5,140.0,0.1,2.2,6.0,70.0,99.7,99.9,800.0,130.0,180.0,4.0,e-Health,80.0,300.0,high_cpu,medium_bandwidth
12.0,2.0,100.0,0.1,1.5,0.4,100.0,99.2,99.8,180.0,50.0,75.0,25.0,Smart Grid,35.0,45.0,medium_cpu,low_bandwidth
20.0,1.5,150.0,0.2,6.0,1.5,80.0,99.5,99.7,700.0,140.0,40.0,30.0,Vo5G (Voice over 5G),30.0,300.0,medium_cpu,medium_bandwidth
12.0,1.5,100.0,0.2,0.8,0.6,20.0,99.7,99.5,700.0,85.0,18.0,90.0,Smart Grid,60.0,350.0,medium_cpu,high_bandwidth
10.0,3.1,300.0,0.2,1.2,2.8,130.0,99.9,100.0,1000.0,300.0,30.0,20.0,Video Surveillance,40.0,50.0,medium_cpu,low_bandwidth
25.0,1.5,150.0,0.1,6.0,1.5,80.0,99.5,99.7,100.0,60.0,40.0,10.0,Smart Grid,35.0,200.0,medium_cpu,medium_bandwidth
5.0,4.5,400.0,0.5,5.0,0.3,200.0,98.5,99.2,1000.0,200.0,40.0,50.0,Video Surveillance,45.0,500.0,medium_cpu,high_bandwidth
18.0,1.5,80.0,0.1,1.5,0.8,75.0,99.0,99.1,150.0,100.0,12.0,70.0,UHD Video Streaming,25.0,100.0,low_cpu,low_bandwidth
22.0,1.0,100.0,0.3,3.5,1.0,80.0,98.0,98.0,900.0,100.0,30.0,7.0,UHD Video Streaming,60.0,150.0,medium_cpu,medium_bandwidth
12.0,1.5,180.0,0.0,0.9,0.2,80.0,99.9,99.7,700.0,180.0,20.0,20.0,Connected Vehicles,30.0,300.0,medium_cpu,medium_bandwidth
25.0,7.0,70.0,0.5,3.0,1.0,40.0,98.5,99.8,4000.0,50.0,60.0,20.0,Smart Grid,30.0,100.0,medium_cpu,low_bandwidth
8.0,3.0,80.0,0.3,2.0,1.5,150.0,99.5,99.7,500.0,25.0,30.0,10.0,Immersive Experience,45.0,170.0,medium_cpu,medium_bandwidth
10.0,2.1,100.0,0.5,1.0,0.5,100.0,99.9,99.2,1000.0,50.0,80.0,25.0,e-Health,25.0,300.0,low_cpu,medium_bandwidth
15.0,1.5,100.0,0.1,2.2,1.8,100.0,99.5,99.5,1000.0,100.0,25.0,25.0,UHD Video Streaming,80.0,120.0,high_cpu,low_bandwidth
11.0,1.2,180.0,0.1,0.5,2.5,300.0,99.7,99.8,900.0,80.0,120.0,5.0,Connected Vehicles,30.0,1200.0,medium_cpu,ultra_high_bandwidth
12.0,2.7,120.0,0.0,2.7,3.8,40.0,99.8,100.0,250.0,120.0,1.9,7.0,Vo5G (Voice over 5G),55.0,180.0,medium_cpu,medium_bandwidth
12.0,2.5,50.0,0.2,1.5,0.8,100.0,98.5,98.9,300.0,40.0,25.0,40.0,Video Surveillance,60.0,4.0,medium_cpu,low_bandwidth
15.0,1.0,140.0,0.1,3.0,1.0,80.0,99.8,98.0,140.0,70.0,10.0,5.0,UHD Video Streaming,40.0,160.0,medium_cpu,medium_bandwidth
18.0,1.0,50.0,0.1,5.0,1.0,30.0,100.0,100.0,1250.0,80.0,30.0,10.0,Vo5G (Voice over 5G),70.0,300.0,high_cpu,medium_bandwidth
10.0,2.5,60.0,0.0,1.0,4.0,100.0,99.8,100.0,300.0,80.0,70.0,6.0,Connected Vehicles,40.0,50.0,medium_cpu,low_bandwidth
30.0,2.0,200.0,0.2,2.5,1.5,70.0,99.5,99.8,500.0,220.0,100.0,10.0,Video Surveillance,35.0,210.0,medium_cpu,medium_bandwidth
20.0,1.0,100.0,0.1,1.0,0.4,100.0,99.5,99.3,850.0,100.0,20.0,15.0,Smart Grid,60.0,400.0,medium_cpu,high_bandwidth
15.0,3.0,50.0,0.3,1.0,0.2,80.0,99.0,99.5,600.0,30.0,25.0,7.0,UHD Video Streaming,50.0,75.0,medium_cpu,low_bandwidth
20.0,2.0,200.0,0.2,2.5,1.5,60.0,98.3,99.9,700.0,160.0,40.0,350.0,e-Health,45.0,450.0,medium_cpu,high_bandwidth
25.0,1.0,100.0,0.2,2.0,1.2,50.0,99.9,99.9,800.0,150.0,20.0,10.0,UHD Video Streaming,35.0,800.0,medium_cpu,high_bandwidth
25.0,2.0,50.0,0.1,2.0,2.0,100.0,95.0,99.5,1000.0,100.0,15.0,12.0,UHD Video Streaming,25.0,150.0,low_cpu,medium_bandwidth
10.0,0.5,700.0,0.1,6.0,1.5,150.0,99.5,99.7,500.0,700.0,90.0,300.0,Connected Vehicles,80.0,60.0,high_cpu,low_bandwidth
8.0,2.5,450.0,0.5,3.0,2.0,100.0,96.0,96.0,70.0,450.0,450.0,15.0,Immersive Experience,90.0,250.0,high_cpu,medium_bandwidth
10.0,2.0,500.0,0.7,2.0,0.3,100.0,99.0,99.5,1000.0,600.0,10.0,10.0,Vo5G (Voice over 5G),30.0,200.0,medium_cpu,medium_bandwidth
15.0,1.0,80.0,0.1,1.0,0.6,100.0,99.3,99.7,1200.0,200.0,20.0,12.0,ITS (Intelligent Transportation Systems),60.0,500.0,medium_cpu,high_bandwidth
10.0,2.5,300.0,0.3,2.5,1.5,70.0,99.6,99.8,1000.0,300.0,30.0,40.0,ITS (Intelligent Transportation Systems),30.0,1000.0,medium_cpu,high_bandwidth
20.0,2.0,60.0,0.1,2.0,0.8,50.0,99.5,99.0,1000.0,350.0,12.0,10.0,Vo5G (Voice over 5G),35.0,60.0,medium_cpu,low_bandwidth
20.0,3.0,1000.0,0.3,10.0,5.0,100.0,99.5,99.6,1000.0,500.0,100.0,10.0,e-Health,50.0,1000.0,medium_cpu,high_bandwidth
15.0,2.5,30.0,0.3,2.0,1.5,100.0,99.5,100.0,450.0,30.0,30.0,9.0,e-Health,50.0,140.0,medium_cpu,low_bandwidth
12.0,2.0,120.0,0.2,0.8,0.5,100.0,99.8,99.6,600.0,75.0,50.0,40.0,UHD Video Streaming,25.0,300.0,low_cpu,medium_bandwidth
10.0,2.0,300.0,0.1,8.0,0.3,100.0,99.0,99.5,6000.0,20.0,20.0,10.0,Smart Grid,30.0,25.0,medium_cpu,low_bandwidth
20.0,1.3,500.0,0.1,2.5,1.2,50.0,99.7,99.5,30.0,500.0,500.0,25.0,e-Health,50.0,300.0,medium_cpu,medium_bandwidth
8.0,5.0,200.0,0.2,1.8,0.4,60.0,99.8,99.5,700.0,100.0,50.0,20.0,Vo5G (Voice over 5G),35.0,140.0,medium_cpu,low_bandwidth
33.0,9.0,45.0,0.1,7.0,1.2,80.0,99.7,99.6,5.0,70.0,7.0,15.0,Immersive Experience,30.0,40.0,medium_cpu,low_bandwidth
19.0,2.0,50.0,0.2,1.5,0.2,60.0,99.5,99.8,900.0,50.0,25.0,30.0,Industry Automation,100.0,170.0,high_cpu,medium_bandwidth
8.0,2.0,180.0,0.2,9.0,0.5,150.0,99.0,99.7,80.0,85.0,1.0,10.0,Smart Grid,70.0,140.0,high_cpu,low_bandwidth
15.0,3.0,75.0,0.4,6.0,2.2,60.0,99.5,99.8,500.0,75.0,15.0,50.0,Video Surveillance,70.0,130.0,high_cpu,low_bandwidth
8.0,2.0,400.0,0.2,1.3,1.0,60.0,99.6,99.6,5000.0,150.0,80.0,6.0,Industry Automation,40.0,800.0,medium_cpu,high_bandwidth
14.0,2.0,120.0,0.2,3.0,1.0,50.0,99.5,99.3,130.0,170.0,60.0,15.0,e-Health,25.0,160.0,low_cpu,medium_bandwidth
15.0,1.0,100.0,0.2,0.2,2.1,100.0,99.7,99.6,500.0,500.0,10.0,10.0,Smart Grid,60.0,50.0,medium_cpu,low_bandwidth
4.0,1.0,100.0,0.4,3.0,1.0,100.0,99.3,99.6,500.0,50.0,20.0,20.0,Video Surveillance,30.0,50.0,medium_cpu,low_bandwidth
8.0,2.0,600.0,0.3,6.5,6.0,130.0,99.5,99.0,1100.0,800.0,20.0,12.0,UHD Video Streaming,65.0,900.0,medium_cpu,high_bandwidth
18.0,6.0,250.0,0.2,0.5,1.0,60.0,99.9,99.8,100.0,180.0,20.0,150.0,e-Health,55.0,300.0,medium_cpu,medium_bandwidth
22.0,1.5,30.0,0.3,3.0,1.0,70.0,99.0,99.0,6000.0,18.0,16.0,5.0,Industry Automation,80.0,55.0,high_cpu,low_bandwidth
12.0,2.5,50.0,0.3,1.2,0.8,80.0,99.8,99.1,2500.0,35.0,30.0,3.0,ITS (Intelligent Transportation Systems),40.0,55.0,medium_cpu,low_bandwidth
15.0,3.0,60.0,0.1,1.5,0.3,80.0,99.7,99.3,200.0,60.0,35.0,35.0,UHD Video Streaming,60.0,170.0,medium_cpu,medium_bandwidth
25.0,1.2,200.0,0.8,4.0,1.8,60.0,99.9,99.9,1000.0,150.0,25.0,10.0,e-Health,20.0,250.0,low_cpu,medium_bandwidth
12.0,3.5,300.0,0.1,4.0,1.2,150.0,99.9,99.6,120.0,400.0,350.0,5.0,Immersive Experience,75.0,4500.0,high_cpu,ultra_high_bandwidth
10.0,2.0,400.0,0.3,7.0,0.5,100.0,99.6,99.6,200.0,80.0,8.0,300.0,Industry Automation,30.0,250.0,medium_cpu,medium_bandwidth
14.0,4.5,200.0,0.1,2.0,0.7,90.0,98.0,98.5,180.0,80.0,30.0,8.0,Industry Automation,70.0,140.0,high_cpu,low_bandwidth
12.0,2.0,120.0,0.3,1.5,0.2,70.0,96.0,98.7,400.0,120.0,40.0,10.0,Smart Grid,65.0,150.0,medium_cpu,medium_bandwidth
15.0,2.0,150.0,0.2,2.0,1.0,60.0,99.7,99.8,80.0,80.0,60.0,6.0,ITS (Intelligent Transportation Systems),50.0,75.0,medium_cpu,low_bandwidth
10.0,1.0,80.0,0.1,3.0,1.0,40.0,98.0,99.0,1000.0,80.0,60.0,50.0,Immersive Experience,50.0,150.0,medium_cpu,medium_bandwidth
20.0,1.5,30.0,0.4,6.0,1.4,120.0,99.0,99.1,1100.0,300.0,30.0,150.0,Immersive Experience,30.0,1200.0,medium_cpu,ultra_high_bandwidth
20.0,2.5,60.0,0.5,0.5,0.8,90.0,99.5,99.3,7500.0,150.0,20.0,20.0,UHD Video Streaming,20.0,30.0,low_cpu,low_bandwidth
20.0,1.0,500.0,0.1,5.0,0.8,50.0,99.0,99.6,500.0,250.0,25.0,15.0,ITS (Intelligent Transportation Systems),30.0,1000.0,medium_cpu,high_bandwidth
10.0,2.0,60.0,0.2,6.0,2.0,15.0,99.4,99.7,400.0,60.0,25.0,120.0,Industry Automation,40.0,40.0,medium_cpu,low_bandwidth
12.0,1.0,80.0,0.1,2.0,1.0,80.0,99.7,99.9,300.0,70.0,30.0,12.0,UHD Video Streaming,80.0,70.0,high_cpu,low_bandwidth
10.0,3.0,550.0,0.3,7.0,1.0,120.0,99.9,98.8,5500.0,180.0,550.0,9.0,e-Health,60.0,1200.0,medium_cpu,ultra_high_bandwidth
10.0,3.0,120.0,0.1,1.0,2.0,60.0,99.5,99.9,200.0,180.0,5.0,10.0,Connected Vehicles,40.0,50.0,medium_cpu,low_bandwidth
30.0,2.0,100.0,0.1,2.0,0.5,60.0,99.6,99.7,900.0,100.0,50.0,70.0,Connected Vehicles,40.0,100.0,medium_cpu,low_bandwidth
20.0,3.5,700.0,0.2,1.0,6.0,60.0,98.0,100.0,150.0,900.0,8.0,3.0,ITS (Intelligent Transportation Systems),100.0,600.0,high_cpu,high_bandwidth
20.0,5.0,1000.0,0.0,3.5,1.2,40.0,99.6,99.7,8000.0,500.0,1000.0,15.0,Connected Vehicles,70.0,300.0,high_cpu,medium_bandwidth
14.0,1.2,40.0,0.2,0.4,0.8,80.0,99.8,99.7,100.0,35.0,10.0,9.0,Smart Grid,25.0,350.0,low_cpu,high_bandwidth
25.0,3.0,100.0,0.8,1.5,0.2,120.0,99.5,99.7,300.0,80.0,40.0,15.0,Immersive Experience,50.0,110.0,medium_cpu,low_bandwidth
15.0,3.0,200.0,0.1,1.8,1.2,80.0,99.8,99.6,110.0,100.0,20.0,20.0,ITS (Intelligent Transportation Systems),50.0,350.0,medium_cpu,high_bandwidth
25.0,4.5,200.0,0.3,7.0,1.0,60.0,99.5,99.8,200.0,200.0,30.0,10.0,ITS (Intelligent Transportation Systems),65.0,200.0,medium_cpu,medium_bandwidth
10.0,3.0,200.0,0.1,3.0,2.0,90.0,99.0,99.4,2000.0,300.0,20.0,15.0,ITS (Intelligent Transportation Systems),70.0,75.0,high_cpu,low_bandwidth
10.0,1.5,70.0,0.2,2.0,0.7,50.0,99.6,99.9,700.0,70.0,3.5,5.0,UHD Video Streaming,75.0,100.0,high_cpu,low_bandwidth
